secucode,publish_date,announcement_title,regulatory_focus_points_json
834021.BJ,2023-09-28,【2023年】第009号 关于对北京流金岁月传媒科技股份有限公司的半年报问询函,"['解释营业收入、净利润下降的原因及合理性。', '说明各产品收入成本和毛利率变动原因及合理性。', '分析管理费用大幅增加的原因及合理性。', '解释研发费用增长较大的原因及合理性。', '说明对四川流金其他应收款增加的原因，是否存在无法收回风险。']"
834021.BJ,2022-04-22,【2022】第002号 关于对北京流金岁月传媒科技股份有限公司的年报问询函,"['说明电视频道覆盖服务业务占主营业务收入比重下降原因及毛利率增长合理性', '解释视频购物及商品销售实现较大增长的原因', '说明电视剧发行业务、电视节目营销服务业务收入大幅增长、毛利率下滑的原因及合理性', '描述超高清产业相关业务发展情况，4K 解码器、8K 解码器等相关业务本期实现收入情况及预计未来对收入结构的影响', '详细说明预付款项增加原因及其必要性', '解释2022 年一季度末货币资金大幅减少的原因', '说明新增短期租赁费用和特许权使用费的具体内容', '解释广告设计宣传费大幅增加的原因及合理性', '说明购置成都商业办公楼的必要性和公允性', '解释本期在建工程-成都办公楼项目转固标准及其会计处理是否符合规定', '说明期末库存商品账面余额大幅增长原因，存货跌价准备计提情况', '解释连续三年原材料期末余额未发生变动且未计提存货跌价准备的原因及合理性', '描述研发费用中职工薪酬和直接投入大幅增长的原因及合理性', '说明支付的其他与经营活动有关的现金—往来款及其他项目的具体内容、交易对手方及其后续回收情况']"
834021.BJ,2024-05-21,【2024年】第017号 关于对北京流金岁月传媒科技股份有限公司的年报问询函,"['说明报告期内营业收入降低的原因。', '逐项说明各产品收入成本变动原因及合理性。', '解释深圳市瑞贝斯通讯、北京迪信通商贸成为公司主要供应商的原因。', '说明应收账款上升且保持高位的原因及合理性。', '结合业务发展情况，说明研发费用职工薪酬、直接投入、折旧与摊销、委托外部开发费变动的原因。', '说明库存商品、原材料减值测试的过程与依据。', '解释其他权益工具投资的估值情况']"
834021.BJ,2023-06-05,【2023年】第018号 关于对北京流金岁月传媒科技股份有限公司的年报问询函,"['说明收入分类调整的原因及合理性，以及各产品变动原因。', '解释营业收入增加而净利润下降的原因，并分析毛利率变化。', '说明会计政策变更的合理性和追溯调整的理由。', '解释应收账款增长和坏账准备计提情况。', '说明其他应收款大幅增长的具体原因。', '解释供应商集中度增加及应付票据大幅上升的原因。', '解释存货余额大幅增长的原因，以及跌价准备计算依据。', '分析销售费用、管理费用和研发费用变化的原因']"
834407.BJ,2023-09-28,【2023年】第010号 关于对河南驰诚电气股份有限公司的半年报问询函,"['说明1-2年应收账款余额大幅增长的原因及合理性，回款情况。', '报告期末信用期外的应收账款余额及占比情况，逾期原因及计提是否充分。', '详细说明收入和净利润下滑的原因及合理性，不利因素影响及改善措施。', '诉讼内容、原因、案件进展，实际控制人承诺履行情况，预计负债计提金额合理性。']"
834599.BJ,2022-08-23,【2022年】第006号 关于对陕西同力重工股份有限公司的问询函,"['说明开展资产池业务的背景、目的及商业合理性，提示潜在风险并提出应对措施。', '结合入池资产说明资产池业务模式及流程。', '是否存在与大股东、董监高等共享资产池额度等合同安排；保证金支取要求及挪用风险。', '说明资产池业务质押担保授权期限。', '截至回复日公司累计对外担保余额及逾期情况，被担保方信息及反担保措施。']"
834765.BJ,2022-05-31,【2022年】第008号 关于对深圳市美之高科技股份有限公司的年报问询函 ,"['说明收入下滑原因及应对措施', '解释生产人员大幅下降的原因及其对公司的影响', '分析各季度收入、利润不匹配的原因及合理性', '披露加盟业务的具体情况', '描述主要客户和供应商变动情况', '量化毛利率下降因素并提出应对策略', '说明其他类产品营业收入上涨但毛利率下降的原因', '解释国内销售毛利率下降幅度大于国外销售毛利率的原因', '分析运输费、出口费用的会计核算合规性', '披露远期外汇产品的具体内容及损益变动原因', '评估外汇套期保值的有效性和匹配性', '说明募投项目调整后的投入计划和市场消化能力', '解释未在重大风险处提示募集资金投资项目风险的原因', '说明5年以上应收账款增长较多的原因及其回款情况', '解释应收账款前五名与主要客户差异及合理性', '披露其他应收款前五名的具体情况', '解释专利数量下降原因及其对公司的影响', '分析管理费用和销售费用中办公费的变动']"
603900.SH,2023-05-05,关于莱绅通灵珠宝股份有限公司的定期报告信息披露监管问询函,"['补充披露加盟模式下合同约定的具体退货政策或条款，近三年实际退货金额及占对应收入的比例。', '补充披露近三年应付退货款、应收退货成本的估计过程及结果，相关估计参数的确定依据。', '结合前期预计退货比例与实际退货比例的差异、本期预计退货等情况，说明在加盟销售收入大幅下降的情况下应付退货款、应收退货成本大幅增加的原因及合理性。', '补充披露近三年退换货的具体情况，包括前五名加盟商名称、货品名称、金额、交易发生时间、退货原因及对应的收入确认、冲回情况。', '结合上述问题，说明公司是否存在大额退货情况，是否存在提前确认收入的情况，公司收入确认是否符合会计准则规定。请年审会计师发表意见。', '按照材质、产品类型分别列示存货储存情况，包括存货名称、存放地点、库龄、账面余额等。', '按照材质、产品类型分别列示存货减值情况，包括存货名称、账面原值、库龄、减值准备金额、减值依据等。', '公司存货减值相关会计政策，包括可变现净值确定方式及依据，减值迹象的识别方法、减值准备的计算方式等，说明存货减值计提是否充分。', '结合公司采购及存货管理政策、同行业可比公司通行做法及存货与收入变动趋势，说明公司常年存货变动与销售收入差异较大的原因。', '结合同行业可比公司存货占销售比，说明公司存货规模常年较高的原因及合理性。请年审会计师发表意见。', '补充披露前五名客户的名称、工商性质、成立时间、注册资本、实缴资本、合作时间、销售金额、对应商品类别、收入确认时间等具体信息，并核实是否与上市公司及控股股东是否存在潜在关联关系。', '结合上述两名新增客户的成立时间和实缴资本情况，说明与公司向其销售的规模是否匹配及相关销售款项支付情况。', '补充披露报告期内的新增客户是否存在销售退回的情况，以及公司对应的预计退货成本金额。', '结合前五大客户的销售产品毛利率情况，说明新增客户销售毛利率是否存在明显差异，并结合同行业可比公司情况，说明毛利率较高的原因及合理性。请年审会计师发表意见。', '补充披露前五名供应商的名称、工商性质、成立时间、注册资本、实缴资本、采购年限、对应采购商品类别、采购金额、占比及同比变动，与上市公司及控股股东是否存在关联关系，请年审会计师发表意见。', '说明采购集中度较高的原因，是否存在对特定供应商依赖程度较大的情形。', '结合公司供应商选取具体内部流程及机制，具体说明对新增供应商选择的标准及依据。', '说明交易性金融资产的具体构成、报告期内购买与出售的具体情况。', '说明上述资产分类为交易性金融资产的依据、公允价值确定方法、报告期内公允价值变动情况、以及公允价值变动损益的具体计算过程。请年审会计师发表意见。', '补充披露上述股权转让款是否如期支付，已支付金额及具体时间，若无，请说明后续支付安排及延期原因。']"
600807.SH,2022-01-12,关于济南高新发展股份有限公司的重大资产重组预案审核意见函,"['披露债务形成背景、原因等，并核实是否存在其他利益往来。', '说明剥离主要盈利资产的原因及合理性，是否符合相关规定。', '补充披露控股股东下属矿业开发业务情况，分析同业竞争问题。', '披露新增关联交易的具体情况和措施。', '解释定价差异原因及合理性，是否充分保障上市公司利益。', '说明财务数据波动原因，是否符合行业趋势。', '评估交易对方履约能力和支付安排']"
600807.SH,2021-12-03,关于济南高新发展股份有限公司拟收购山东艾克韦生物技术有限公司部分股权暨关联交易的问询函,"['业绩承诺合理性及保障措施', '评估方法及增值率合理性', '资金来源与财务影响', '表决权委托具体情况', '标的公司资产负债情况', '股权质押解除进展', '应收账款收回安排', '关联交易处理', '行业竞争地位说明', '内幕信息管理自查']"
600818.SH,2020-06-03,关于中路股份有限公司的定期报告信息披露监管问询函,"['披露自行车业务产销量及变动情况，解释业绩表现与行业趋势差异。', '说明自行车租赁服务收入减少原因及其未来风险。', '披露靹米皮项目投入详情、技术现状和研发进展，并评估协同性。', '解释存货跌价损失大幅增加的原因及前期计提是否充分。', '说明对上海轺辂应收账款全额计提坏账准备的合理性。', '评估高空风能发电项目的减值依据及其未来收益不确定性。', '披露其他非流动金融资产公允价值变动情况和计量方法的合理性。', '解释货币资金和短期借款变化原因，是否存在流动性风险及资金占用问题']"
600818.SH,2023-06-21,关于中路股份有限公司的问询函,"['表决权委托未导致控股股东及实际控制人变更的原因', '披露海南众合的具体情况', '核查海南众合是否具备收购上市公司资质', '补充披露中路集团的资信状况和债务情况', '表决权委托背景及其对公司治理的影响', '受托人续期条件和程序']"
600818.SH,2023-08-04,关于对中路股份有限公司控股股东表决权委托事项的二次问询函,"['中路集团和海南众合是否符合拥有公司控制权的情形？', '表决权委托的具体目的及其与债务重整的关系？', '海南众合是否有能力协助解决债务问题？', '是否存在其他应披露未披露的潜在协议或安排？']"
600818.SH,2020-01-09,关于中路股份有限公司出售相关资产事项的问询函,"['说明拟提交股东大会审议的考虑及短期内不提交的原因。', '披露交易对手方股权架构、管理层架构，核实关联关系或潜在利益安排。', '补充披露付款安排、无法获取财务资料的具体原因，并提示风险。', '说明出售英内物联部分股权的主要考虑及后续转让计划。', '补充披露历次估值情况并分析此次估值合理性']"
600823.SH,2021-12-14,关于上海世茂股份有限公司的问询函,"['交易标的与上市公司盈利能力对比，是否损害利益？', '评估方法、假设及参数取值说明？', '交易定价合理性分析？', '拟出售资产是否存在未收回款项？', '关联交易安排及其影响？']"
600823.SH,2023-04-28,关于上海世茂股份有限公司的定期报告信息披露监管问询函,"['年审会计师对子公司资产被强制执行事项的核查情况及无法获取充分、适当的审计证据的原因。', '董事异议涉及的诉讼及资产被执行情况，以及公司内部控制问题。', '存货跌价准备计提原因及合理性。', '投资性房地产公允价值大幅下降的原因及合理性。', '其他应收款欠款方情况与形成原因。', '长期股权投资相关会计处理是否符合规定。', '资产支持专项计划进展及解决方案。']"
600828.SH,2020-01-02,关于茂业商业股份有限公司的问询函,"['披露借款及展期原因，用途与流向，关联关系等。', '披露质押股权价值，处置计划及其对公司影响。', '评估借款和担保决策的尽职调查情况。', '披露收购维多利集团以来的相关财务数据及管理团队变动。', '说明债务未能按期收回的具体原因和影响。']"
600828.SH,2020-04-10,关于茂业商业股份有限公司的定期报告事后审核意见函,"['补充披露华南区5家标的公司2019年主要财务数据及业绩下滑原因', '说明重庆茂业百货、泰州一百未完成2019年业绩承诺的具体原因', '披露报告期内上市公司和控股股东向标的公司提供的财务资助情况', '解释账面维持大额货币资金的同时借入大量有息负债的原因', '补充披露公允价值增加的投资性房地产相关信息及评估过程', '说明应收款项的形成原因、借款方与公司的关联关系及还款安排']"
600830.SH,2020-05-11,关于香溢融通控股集团股份有限公司的定期报告信息披露监管问询函,"['补充披露担保业务分类型的具体经营数据。', '解释担保业务收入下降而成本上升的原因及合理性。', '说明发放贷款及垫款金额变化较大的原因和计提减值准备的依据。', '解释投资活动现金流大幅变动的具体原因。', '详细披露宁波善见基金的相关管理机制、投资模式等信息。', '具体说明业绩快报调整的原因及其合理性。']"
600834.SH,2024-05-27,关于上海申通地铁股份有限公司重大资产购买暨关联交易草案的问询函,"['补充披露地铁电科各业务板块的盈利模式、收入确认政策等主要指标。', '说明地铁电科与申通集团销售增加的原因及定价依据是否公允。', '结合信用政策和同行业情况，解释应收账款账龄较长的原因及其合理性。', '分析地铁物业应收账款占比较高的原因及坏账准备计提的充分性。', '补充披露预测期营业收入的具体测算过程及其合理性。', '说明2024年承诺业绩低于报告期业绩的原因及合理性。', '评估本次交易作价的合理性，以及业绩承诺与标的资产经营风险是否匹配。']"
600834.SH,2023-11-27,关于上海申通地铁股份有限公司的重大资产重组预案审核意见函,"['交易后上市公司能否对地铁电科、地铁物业实施控制并纳入合并报表？', '披露地铁电科和地铁物业的关联交易情况及独立性措施。', '解释地铁电科资产负债率高的原因及其对公司财务结构的影响。', '分析地铁电科营业收入和净利率下降的原因。', '解释地铁物业收入大幅增长但净利润下滑以及现金流变化的原因。', '说明地铁电科的核心竞争力及整合计划。']"
601069.SH,2021-12-08,关于西部黄金股份有限公司的重大资产重组预案信息披露问询函,"['前次收购失败后重启的原因及合理性', '交易对方取得标的资产权益的时间和出资方式', '黄金锰矿业务协同效应的量化披露', '关联交易定价公允性及是否符合相关规定', '标的资产股权质押的具体原因及解除安排', '标的资产盈利能力及持续经营能力', '采矿权、探矿权获取过程及相关权利有效期', '公司体内是否存在房地产开发和经营相关资产或业务', '募集配套资金的用途及失败影响']"
601258.SH,2023-04-24,关于庞大汽贸集团股份有限公司的问询函,"['核实公司履约能力，披露偿还债务安排及回购计划可行性。', '说明本次回购的真实目的，是否存在炒作股价动机。', '结合业绩承诺情况，说明重整投资人履行补偿义务的具体安排。', '核实实际控制人被免职事项及其对公司的影响']"
601258.SH,2022-11-08,关于庞大汽贸集团股份有限公司的定期报告信息披露监管问询函,"['补充披露公司短期贷款、长期借款及非银行金融机构借款的具体情况。', '说明增加短期借款和非银行金融机构借款、减少长期贷款融资的原因。', '未来一年内到期债务的还款安排和资金来源，是否存在偿付风险。', '近三年扣非净利润逐年下滑原因，是否损害上市公司持续经营能力。', '出售资产实现利润是否属于业绩承诺的一部分及合理性。', '北京巴博斯和保定冀东兴欠款回款情况及后续清偿计划。', '重整业绩承诺无法完成的风险及偿付安排。']"
601258.SH,2022-11-09,关于庞大汽贸集团股份有限公司的问询函,"['相关诉讼未及时履行信息披露义务', '重整遗留债务面临的诉讼风险']"
601258.SH,2023-01-30,关于对庞大汽贸集团股份有限公司业绩预告相关事项的问询函,"['四季度归母净利润大幅亏损的原因及合理性', '是否存在计提大额减值准备，以前年度减值准备是否充分', '预计无法实现重整业绩承诺情况']"
603017.SH,2020-05-25,关于中衡设计集团股份有限公司的问询函,"['说明购买车位的原因及必要性。', '分析购买车位而非租用车位的原因与必要性。', '补充披露车位使用方案及其收益情况。', '评估本次交易价格的公允性。', '披露合艺置业财务状况和项目进展。', '论证标的资产交易的必要性和合理性。']"
601369.SH,2020-05-06,关于西安陕鼓动力股份有限公司的定期报告信息披露监管问询函,"['货币资金与短期借款同时大幅增长的原因及合理性', '是否存在其他受限的货币资金情况', '公司对货币资金运用是否经济合理', '销售金融合作业务起始时间、近三年回购义务发生金额等', '合同条款、各方权利义务及相关风险防控措施', '电力行业毛利率下降原因及合理性', '商誉减值准备计提是否充分，不计提的合理性', '陕鼓志诚单一资金信托计划逾期原因及应对措施', '销售费用与营业收入变动情况不匹配的原因', '研发费用中新增人工成本的原因', '关联交易超出预计金额的时间及披露标准']"
601518.SH,2024-04-14,关于吉林高速公路股份有限公司的问询函,"['补充说明公司货币资金余额较高且多年盈利的背景下，连续多年不或少现金分红的原因及合理性。', '详细列示留存资金的具体使用规划，并说明相关资金安排的必要性和紧迫性。', '说明公司是否为中小股东参与现金分红决策提供便利，以及公司为增强投资者回报水平拟采取的切实有效的措施。', '说明副董事长刘先福、独立董事林建忠投弃权票以及其他董事投赞成票的详细理由。', '全体董事是否独立审慎判断本次利润分配方案，并请全体董事就是否勤勉尽责发表明确意见。']"
603009.SH,2020-04-24,关于上海北特科技股份有限公司业绩预亏事项问询函,"['自查上海光裕成本结转不准确等问题', '核查上海光裕业绩承诺未完成情况', '披露商誉减值的具体情况及合理性', '说明董监高对标的资产的关注和管理情况']"
603009.SH,2020-05-27,关于上海北特科技股份有限公司的定期报告信息披露监管问询函,"['内控非标意见及整改情况', '第四季度亏损原因和毛利率下降分析', '业绩补偿款收回可能性及会计处理', '销售费用增加的具体原因', '货币资金及偿债能力', '固定资产及在建工程合理性', '存货跌价准备计提增加的原因', '应收款项结构变化的原因', '应付票据和应付账款结构变化']"
603009.SH,2021-03-23,关于上海北特科技股份有限公司的问询函,"['收购江苏尔华杰55%股权的必要性', '未收购剩余45%股权的原因及对公司目的实现的影响', '租赁合同对收购目的达成的影响', '控股股东质押融资用途、待偿还金额等信息', '评估报告中固定资产增值合理性', '抵押权的具体情况及其未在评估中考虑的原因', '关联方借款的形成原因、还款来源及潜在减值风险', '大额现金支付对公司生产经营可能产生的不利影响']"
603021.SH,2021-01-11,关于山东华鹏玻璃股份有限公司的重大资产重组预案审核意见函,"['披露两次收购天元信息及控制权转让的决策过程及相关协议安排', '解释分步收购的原因及合理性，是否构成一揽子交易', '说明对标的资产的管控整合情况及其战略规划', '评估前次交易对方承诺履行情况及其对公司股权结构的影响', '分析标的资产业务模式、盈利增长能力和行业地位', '比较标的资产评估价值与实际经营数据是否存在重大差异', '披露天元信息租赁生产经营场所的风险及影响']"
603021.SH,2022-11-04,关于对山东华鹏玻璃股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案的问询函,"['资产出售与赫邦化工股权购买是否互为前提？', '海科控股受让股份的锁定期安排是否符合规定？', '标的公司主要产品能耗及污染情况如何？', '2020年业绩下滑原因及未来增长可持续性？', '关联方资金往来及担保交易详情？', '前期重组事项终止原因及影响？', '内幕信息管理是否存在泄露情形？']"
603022.SH,2020-10-15,关于上海新通联包装股份有限公司的重大资产重组预案审核意见函,"['披露交易方案及必要性，包括控制权、管理经验、整合计划等。', '详细说明融资安排及其对公司财务的影响。', '解释业绩承诺与盈利预测的差异及合理性。', '穿透披露济南铁坤出资人并分析股权转让原因。', '补充业务模式和经营流程细节，评估依赖情况。', '解释2020年上半年收入变化的原因及下半年预测的合理性。', '说明前五大客户销售详情及其关联性。', '解释关联交易情况对标的公司财务的影响。']"
603026.SH,2021-05-07,关于山东石大胜华化工集团股份有限公司的问询函,"['西海岸国资是否实质取得公司控制权？', '本次股权转让与前次转让是否构成一揽子交易？', '股权划转事宜目前履行了哪些决策程序？', '开投集团和融发集团持股比例差异原因是什么？']"
603030.SH,2022-09-22,关于上海全筑控股集团股份有限公司重大资产出售暨关联交易预案的问询函,"['交易对手方与交易合理性：丛中笑承接全筑装饰的具体原因及其关联关系；是否达成回购、保底收益等利益安排。', '资金占用：标的公司主要资产、负债构成及应付款项情况，上市公司对其应收款项回收可能性和减值风险。', '担保事项：对全筑装饰各类担保的具体情况及后续安排，可能承担的责任与风险敞口。', '交易标的权属风险：公司失信被执行人情况及其对公司持有的全筑装饰股权冻结的可能性；应对措施。', '未决诉讼风险：全筑装饰具体涉诉情况及其对本次交易构成障碍或风险。', '交易审批风险：国盛海通所持股权过户进展及放弃优先购买权的沟通情况，是否构成实质性障碍。', '公司主营业务变化：会计处理、财务报表影响；重组后业务开展情况和持续经营能力']"
603083.SH,2020-01-05,关于上海剑桥科技股份有限公司的问询函,"['披露标的资产基本情况及近三年效益情况', '补充交易定价依据及其合理性', '核实公司与交易对方是否存在关联关系或潜在关联关系', '明确协议中有偿授权的具体内容', '披露委托加工合作模式', '评估机构说明收益预测过程和评估结果合理性', '判断本次交易是否具有商业实质']"
600768.SH,2024-11-28,关于宁波富邦精业集团股份有限公司重组草案信息披露的问询函,"['标的公司及重要子公司整合风险的管理团队依赖情况和控制措施', '电工合金与日中材料业务模式、产能安排合理性及关联交易定价公允性', '存货评估单价合理性及其变动影响', '应收账款增长原因及回收保障措施', '机器设备成新率与重置成本差异分析', '市场法与财务数据分析选取可比公司差异的合理性']"
600768.SH,2021-04-06,关于宁波富邦精业集团股份有限公司出售资产事项的问询函,"['前期论证体育产业作为战略转型方向的具体依据及合理性', '交易对公司主营业务和持续经营能力的影响', '常奥体育2020年度业绩与承诺金额差距原因', '业绩承诺的测算依据及其合理性']"
600898.SH,2020-07-03,关于国美通讯设备股份有限公司的重大资产重组预案审核意见函,"['披露德景电子划转资产及债权债务情况', '解释交易作价远高于评估值的原因', '说明借款的真实性及偿还原因', '分析交易对公司持续经营能力的影响', '披露交易对方履约能力和资金来源', '补充标的资产收购后的分红和财务资助情况', '解释业绩承诺期未达标的原因']"
600898.SH,2023-01-03,关于国美通讯设备股份有限公司的问询函,"['大华所在公司审计中的具体工作及是否存在分歧', '大华所辞任的具体原因和合理性', '立信所与公司的沟通过程及尽职调查情况', '立信所的胜任能力、独立性评估', '公司在选择立信所过程中采取的程序']"
600898.SH,2023-01-30,关于国美通讯设备股份有限公司的问询函,"['大华所在为公司提供审计服务期间的具体工作内容和进展，是否存在受限或其他不当情形。', '大华所辞任的原因及其合理性。', '公司与亨安所沟通过程及尽职调查情况。', '亨安所接受委托前的程序实施情况及后续安排。', '公司在选择亨安所过程中采取的评估程序和结果。', '公司年报编制和审计工作安排。']"
600962.SH,2020-04-24,关于国投中鲁果汁股份有限公司的定期报告事后审核意见函,"['披露四个季度营业收入及净利润波动原因', '解释第四季度收入增长但利润下降的原因', '说明饮料制造业务毛利率下滑的具体因素', '分析公司主营产品单一的风险并提出改善措施', '描述苹果清汁生产量大幅增加的原因', '解释实际产能低于设计产能的原因', '披露前五大客户和供应商的详细信息', '解释欧洲子公司业绩下滑原因及商誉减值测试过程', '说明负债水平和偿债能力是否合理', '解释应收账款大幅增加的原因及风险', '描述存货跌价准备计提情况']"
600970.SH,2020-11-12,关于中国中材国际工程股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案审核意见函,"['披露标的公司与控股股东关联交易情况及对上市公司影响。', '披露境外业务占比及疫情对公司经营和业绩的影响。', '说明同业竞争问题解决进展及整合计划。', '披露EPC模式下收入确认依据、时点及分摊方法。', '解释北京凯盛毛利率净利率下滑原因']"
600970.SH,2022-09-08,关于中国中材国际工程股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易草案的监管问询函,"['补充披露标的公司与关联方交易的定价及决策程序是否合规。', '解释不同资产组业绩承诺指标设置依据及其合理性。', '分析主营业务毛利率下降的原因及对未来盈利能力的影响。', '说明2021年营业收入大幅增长但销售费用持平的原因。', '核实其他应收款大幅增加的原因，是否存在资金占用情形。', '披露长期投资评估增值原因及合理性。', '解释收益法作为整体资产评估方法的合规性。']"
601020.SH,2020-04-08,关于西藏华钰矿业股份有限公司股权投资协议相关事项的问询函,"['披露收购价格下降原因及合理性，资金来源与支付能力。', '仅收购40%股权的原因，董事会席位安排等。', '采矿权、探矿权取得过程和评估差异，股东投资计划。', '质押、担保解除情况及其对股权转让款支付的影响。']"
600984.SH,2020-05-29,关于陕西建设机械股份有限公司2019年年度报告的信息披露监管问询函,"['详细披露成本、费用跨期及外部租赁费漏记的明细并测算影响', '解释会计差错更正采用未来适用法的原因', '自查与业绩承诺人是否存在利益安排', '自查其他会计差错和内控制度缺陷', '补充披露货币资金中受限金额的具体内容', '分别披露报告期内开具的各种保证金对应的主要业务类型', '补充披露主要有息负债的详细情况并说明未来偿债安排', '结合业务开展情况说明近三年负债和财务费用大幅增长的原因', '披露应收商业承兑汇票前五名承兑方的信息', '补充披露本报告期内商业承兑汇票的具体构成', '补充披露大额应收票据贴现或背书的具体情况并说明会计处理是否符合规定', '结合客户的履约能力说明商业汇票坏账准备计提比例的合理性', '补充披露应收账款质押交易的相关信息', '补充披露租赁业务中自有设备和购入设备的占比', '解释设备销售毛利率较同行业较低及租赁业毛利率较高的原因', '披露收入确认政策、时点、依据并说明对公司的影响']"
600986.SH,2020-06-05,关于科达集团股份有限公司的定期报告信息披露监管二次问询函,"['补充列示各前期收购标的自并表起历年客户、供应商信息。', '说明收入确认是否符合会计准则，是否存在应补充或更正之处。', '解释百孚思与上海同立营收走势背离的原因及合理性。', '披露派瑞威行预测指标设定的合理性，是否存在通过指标调节实现本期大额商誉计提的情形。', '说明派瑞威行应收账款坏账准备计提是否及时充分。', '解释广州华邑、雨林木风核心管理团队离职对公司业绩的影响。', '补充披露上海同立对上海雨鸿、上海搜易的应收账款何时出现减值迹象']"
600986.SH,2020-05-14,关于科达集团股份有限公司的定期报告信息披露监管问询函,"['商誉减值原因及合理性', '行业变化对商誉减值的影响', '关键指标选取与历史一致性', '前期收购标的业绩下滑的具体原因', '管理层变动和核心团队流失情况', '应收款坏账损失的原因', '毛利率下降的商业合理性', '持续经营能力和分板块风险', '现金流与净利润背离的原因', '应收账款占总资产比例']"
601003.SH,2020-09-07,关于柳州钢铁股份有限公司的重大资产重组预案信息披露问询函,"['交易方案的主要考虑及表决权委托内容。', '资金来源、筹资方式及其对公司财务的影响。', '防城港钢铁基地的建设进度与后续计划。', '业绩变动合理性及财务数据差异原因。', '广西钢铁对武钢集团债务的清偿安排。']"
601010.SH,2021-11-18,关于文峰大世界连锁发展股份有限公司拟购买控股股东子公司事项的问询函,"['评估方法不一致的原因及合理性', '标的公司被控股股东资金占用的具体情况', '标的公司业绩大幅下滑或连续亏损的原因', '标的公司股份质押及对外担保的情况', '上市公司支付能力是否会对日常运营造成较大压力']"
601778.SH,2021-12-09,关于晶科电力科技股份有限公司的问询函,"['关联方取得标的公司股权的时间、价格和定价依据。', '标的公司转股的关联方债务形成时间、金额等。', '近两年一期标的公司的负债明细及资金用途。', '标的公司后续偿债安排及其对公司业绩的影响。', '标的资产近两年一期的财务数据，是否经过审计。', '收益法评估的合理性及依据，具体测算过程。', '阿根廷国家风险在估值中的体现。', '标的公司对S&W诉讼预计负债计提情况。', '前期潜在买家报价和未对外转让的原因。', '上市公司购买而非第三方的原因及其对公司利益的影响。', '2017年至今托管收费金额及合理性。', '本次交易价款的资金来源及其对公司生产经营的影响。']"
601886.SH,2020-01-17,关于江河创建集团股份有限公司的问询函,"['补充说明承达集团近三年在港澳、大陆等地的经营数据。', '披露办公楼具体使用方案及其必要性。', '评估标的资产交易价格公允性及是否存在向控股股东输送资金。', '分析本次交易对公司流动性及医疗健康业务发展的影响。', '董事们需说明尽职调查和勤勉尽责情况。']"
603055.SH,2021-10-28,关于浙江台华新材料股份有限公司签订投资协议事项的问询函,"['披露项目资金来源及对公司现金流的影响。', '说明扩大产能的必要性和合理性，是否存在不确定因素。', '披露协议生效条件是否成就及预计时间。', '补充投资项目具体情况及相关财务数据。', '披露股东减持计划情况']"
603063.SH,2021-12-03,关于深圳市禾望电气股份有限公司的问询函,"['清纯半导体的经营场所、固定资产和无形资产的具体构成。', '清纯半导体团队成员的具体构成及研发人员职责。', '清纯半导体主要在研产品的具体进展。', '清纯半导体的业务模式与盈利模式。', '清纯半导体实现销售、盈利尚需经过的阶段及其风险。', '清纯半导体成立至今主营成本和研发投入情况。', '除控股股东外其余各方实际投入较少但股权比例较高的原因。', '本次交易估值依据及合理性。', '公司收购少数股权的主要考虑。', '清纯半导体股东上层持股主体情况。', '自查近期买卖公司股票的情况。']"
603067.SH,2020-08-21,关于湖北振华化学股份有限公司的重大资产重组预案审核意见函,"['补充披露标的公司业绩下滑原因及合理性，持续盈利能力，并进行风险提示。', '对比同行业公司说明民丰化工资产负债率较高原因及合理性，分析偿债能力及流动性。', '说明交易作价不低于4.35亿元的合理性，是否存在大额商誉减值风险。', '结合关联交易金额及占比说明标的资产业务是否依赖化医集团及其关联方，并说明本次交易是否将导致公司新增关联交易。', '说明作出上述交易安排的原因，以及对公司日常经营的影响并进行风险提示。']"
603109.SH,2022-10-28,关于神驰机电股份有限公司的问询函,"['披露商标许可使用的主要原因及考虑、相关商标对应产品构成等。', '结合具体评估信息说明交易作价的依据和合理性。', '分析商标许可对公司主业经营发展的影响，是否存在同业竞争。', '披露凯米尔动力主营业务及财务状况。', '说明客户识别问题及保护上市公司利益的具体措施。', '明确对外投资项目与募投项目的关系、资金来源等']"
603131.SH,2022-12-30,关于上海沪工焊接集团股份有限公司的问询函,"['分年度、分期列示募投项目建设进度和资金投入情况。', '分析疫情对项目的影响及应对措施。', '说明披露的募投项目进展不及预期的原因是否真实准确。', '说明募集资金使用管理是否合规，是否存在变相改变用途或损害投资者利益情形。', '结合实际情况说明前期可行性论证是否充分。', '说明历年募集资金专项报告中项目建设进展披露情况。', '解释“航天装备制造基地一期建设项目”延期原因及审议披露程序不及时的原因。', '重新评估募投项目可行性并决定是否继续实施。', '明确后续建设计划和时间进度，说明延期后能否按计划投入使用。', '补充说明拟采取的保障措施，并履行相应决策程序。']"
603157.SH,2020-07-20,关于新疆拉夏贝尔服饰股份有限公司2019年年度报告的信息披露监管问询函,"['关于Naf Naf SAS持续经营假设的合理性', '收购后Naf Naf SAS业绩亏损原因', '公司对Naf Naf SAS债务及担保情况', '本期经营业绩与现金流量匹配情况', '财务费用大幅增加的原因']"
